transaction_id,product_name,category,price,quantity,date,customer_name,customer_email
126,Smartphone,Stationery,747.98,2,2024-03-26,Christopher Sanford,leah03@yahoo.com
127,Running Shoes,Appliances,82.51,3,2024-09-06,Tara Orr,jasonbailey@gmail.com
128,Wireless Mouse,Electronics,1566.03,3,2024-06-24,William Cox,
129,Notebook,Stationery,307.37,4,2024-12-19,George Smith,fwright@rogers.com
130,Smartphone,Furniture,1674.96,4,2024-03-31,Ryan Cole PhD,
131,Smartphone,Electronics,471.69,7,2024-07-09,,carrie64@gmail.com
132,Backpack,Appliances,617.66,6,2024-03-12,Michael Klein,jessicacarroll@hawkins.biz
133,Office Chair,Sports,915.99,5,2024-11-11,Brooke Sellers,
134,Backpack,Sports,1379.64,2,2024-06-23,Donna Smith,kmcdowell@yahoo.com
135,Backpack,Accessories,1516.74,9,2024-03-20,Nathaniel Larson,qrobinson@miller.com
136,Running Shoes,Electronics,292.82,8,2024-07-21,Chris Stafford,fischerbrian@yahoo.com
137,Wireless Mouse,Stationery,814.78,8,2024-02-15,Elizabeth Holland,davenportjanice@hotmail.com
138,Gaming Laptop,Stationery,1533.94,9,2024-01-15,Mary Keller,sheltonchad@smith-white.com
139,Smartphone,Electronics,48.54,3,2024-06-29,David Moore,joshuarodriguez@garrett-mitchell.org
140,Running Shoes,Accessories,1131.02,2,2024-11-20,Molly Weiss,cnguyen@phelps.com
141,Notebook,Electronics,761.39,5,2024-05-22,Nicholas Sanders,nallen@yahoo.com
142,Wireless Mouse,Appliances,436.75,7,2024-08-02,Lauren Hernandez,johnsonjeanette@wagner.com
143,Wireless Mouse,Sports,1327.97,8,2024-02-13,Raymond Bradford Jr.,william80@bradshaw-evans.info
144,Wireless Mouse,Accessories,1351.23,6,2024-01-13,Sarah Miller,jamespearson@miller.com
145,Headphones,Electronics,1340.96,9,2024-12-01,Joshua Golden,martin87@rush-riley.com
146,Backpack,Stationery,125.01,4,2024-09-23,Thomas Turner,lhawkins@montes.net
147,Headphones,Stationery,889.92,5,2024-03-31,Patricia Franklin,natalietucker@hotmail.com
148,Wireless Mouse,Electronics,1884.13,1,2024-06-30,,
149,Coffee Mug,Stationery,1132.47,1,2024-06-14,Lauren Whitehead DDS,toni80@gmail.com
150,Tablet,Sports,53.74,5,2024-02-18,Brenda Wise,eedwards@allison-smith.com
151,Coffee Mug,Furniture,1105.79,2,2024-04-22,David Phillips,
152,Tablet,Accessories,533.61,7,2024-11-09,,greermark@lamb.net
153,Coffee Mug,Accessories,461.1,3,2024-02-17,Kyle Wells,matthew00@gmail.com
154,Running Shoes,Furniture,572.8,1,2024-10-07,Samuel Gardner,hlogan@yahoo.com
155,Backpack,Appliances,1498.23,8,2024-12-24,Russell Rivera,npoole@hunter-williams.com
156,Wireless Mouse,Appliances,1643.89,2,2024-02-12,Richard Middleton,kmaldonado@decker.com
157,Running Shoes,Stationery,62.22,10,2024-10-25,Maria Ballard,josephjohnson@gmail.com
158,Backpack,Electronics,294.45,8,2024-05-02,,zjones@hotmail.com
159,Wireless Mouse,Sports,1539.49,10,2024-09-01,Rebecca Thomas,mitchellfrank@anderson.org
160,Coffee Mug,Stationery,1734.25,2,2024-11-01,,vwilson@shaw-reynolds.biz
161,Backpack,Furniture,731.35,8,2024-11-24,Jennifer Martin,taylorjoseph@wilson.biz
162,Notebook,Sports,672.93,2,2024-01-16,Michael Adams,mccormickmichelle@fitzgerald.info
163,Gaming Laptop,Electronics,1517.83,4,2024-05-05,David Hill,huntjodi@james.com
164,Running Shoes,Appliances,415.14,5,2024-07-08,Michelle Martin,katherine87@hotmail.com
165,Wireless Mouse,Sports,975.77,2,2024-08-12,Heather Black,arthurwood@gmail.com
166,Headphones,Furniture,210.37,9,2024-10-26,Erika Burns,norrissheila@gmail.com
167,Coffee Mug,Sports,1927.98,2,2024-06-02,Dominique Henderson,wmorris@nichols.com
168,Coffee Mug,Sports,20.3,5,2024-10-12,Larry Tyler,matthewhiggins@yahoo.com
169,Wireless Mouse,Electronics,1728.7,5,2024-10-08,Nancy Golden,lisa17@hotmail.com
170,Notebook,Electronics,1558.58,8,2024-01-31,Cynthia Rose,amber01@anderson-roy.com
171,Gaming Laptop,Electronics,28.94,7,2024-08-24,Emily Bishop,roberthernandez@gmail.com
172,Coffee Mug,Electronics,1032.12,8,2024-11-17,,riveravictoria@rodriguez.biz
173,Smartphone,Furniture,1883.27,4,2024-03-09,Darrell Oliver,bcooper@collier.com
174,Backpack,Appliances,221.92,9,2024-02-03,Rhonda Brown,kimberlyjones@miller-richardson.net
175,Gaming Laptop,Stationery,741.2,5,2024-05-31,Brittney Oneal,ortegalarry@hotmail.com
176,Headphones,Sports,1954.29,9,2024-02-07,Adrian Garcia,daniel38@anderson.com
177,Gaming Laptop,Sports,130.96,8,2024-05-21,Tommy Smith,christophermurphy@schneider-marshall.com
178,Backpack,Appliances,38.04,7,2024-03-31,Heather Lopez,allenjasmine@yahoo.com
179,Backpack,Electronics,322.37,3,2024-10-17,Aaron Martin,brandon81@hotmail.com
180,Headphones,Accessories,1429.54,10,2024-11-17,James Patton,andersonrobert@gmail.com
181,Wireless Mouse,Stationery,1893.14,9,2024-03-01,Joshua Morris,davidmarquez@walls.net
182,Tablet,Accessories,1523.84,1,2024-05-14,,chad19@harrington.com
183,Smartphone,Furniture,1371.02,3,2024-02-06,Danielle Pratt,kathy80@gmail.com
184,Office Chair,Stationery,1196.03,9,2024-10-01,Kristopher Beasley,
185,Running Shoes,Electronics,1216.49,1,2024-05-10,Nathan Fox,hfields@fisher.com
186,Coffee Mug,Appliances,1200.81,3,2024-03-23,Joshua Sanchez,
187,Notebook,Accessories,1515.53,6,2024-04-18,Barbara Barnes,velezjennifer@wallace.biz
188,Coffee Mug,Sports,1425.59,1,2024-06-07,Scott Snow,alfred67@sims.com
189,Gaming Laptop,Furniture,1958.61,2,2024-11-11,,tbartlett@yahoo.com
190,Headphones,Electronics,310.41,6,2024-01-08,Mr. Anthony Harding MD,cathy22@waters-alvarez.com
191,Running Shoes,Accessories,146.81,3,2024-05-22,Julie Sanchez,jhansen@yahoo.com
192,Gaming Laptop,Sports,284.39,2,2024-09-20,Natalie Hanson DDS,vwaters@becker-ward.net
193,Smartphone,Accessories,1782.32,6,2024-01-28,Elizabeth Woods,
194,Coffee Mug,Electronics,1477.01,2,2024-10-24,Linda Hall MD,richardrussell@yahoo.com
195,Tablet,Electronics,1594.99,5,2024-03-17,Raymond Lang,seanrodriguez@gmail.com
196,Notebook,Appliances,782.6,1,2024-09-06,Cynthia Carter,amy71@yahoo.com
197,Running Shoes,Accessories,606.29,3,2024-03-16,Crystal Arroyo,melissa81@andrews.com
198,Notebook,Stationery,1034.34,8,2024-05-24,Pamela Johnston,jthomas@moore.com
199,Wireless Mouse,Furniture,1865.56,7,2024-01-21,Dana Daniels,poncematthew@robinson.biz
200,Coffee Mug,Furniture,514.48,2,2024-01-13,Abigail Dawson,nicoleprice@gmail.com
201,Smartphone,Sports,692.2,1,2024-01-19,Jenna Lopez,
202,Backpack,Appliances,1662.22,10,2024-06-21,Jessica Lindsey,larsonangela@davidson.com
203,Wireless Mouse,Appliances,968.78,4,2024-02-11,Tiffany Hill,seanmedina@hoffman-martin.com
204,Running Shoes,Furniture,562.44,1,2024-05-22,Kathryn Walsh,thomaswalker@hotmail.com
205,Notebook,Sports,278.14,9,2024-05-26,Michelle Paul,
206,Running Shoes,Stationery,179.71,6,2024-06-04,Misty Kelly,brittneycarter@yahoo.com
207,Wireless Mouse,Accessories,1719.32,3,2024-10-20,Sally Robertson,sullivanroy@pace.org
208,Running Shoes,Accessories,792.12,3,2024-04-27,Renee Valdez,harrismitchell@yahoo.com
209,Running Shoes,Accessories,560.34,10,2024-04-01,Nathan Cantrell,swalker@gmail.com
210,Smartphone,Stationery,1279.21,6,2024-06-16,Dawn Johnson,johnmurphy@stephenson-thompson.biz
211,Headphones,Appliances,241.0,9,2024-10-05,Sherry Gallegos,umack@mack-hayes.biz
212,Smartphone,Electronics,1082.75,7,2024-06-13,Randy Silva,lozanoaustin@dixon.org
213,Tablet,Appliances,1620.41,5,2024-11-02,John Martinez,richardschultz@gutierrez.biz
214,Office Chair,Appliances,59.26,10,2024-01-17,Margaret Garcia,colerobin@gmail.com
215,Tablet,Electronics,1227.76,8,2024-10-03,Jennifer Henson,davidjackson@hotmail.com
216,Coffee Mug,Electronics,475.86,5,2024-12-27,Deborah Harper,bennettshane@schroeder-cruz.com
217,Backpack,Appliances,328.3,8,2024-03-15,Tara Knight,vmckinney@yahoo.com
218,Running Shoes,Sports,1038.21,6,2024-01-22,Angela Davis,xcooper@campbell.biz
219,Coffee Mug,Electronics,18.67,1,2024-11-14,Gregory Romero,morganmargaret@hotmail.com
220,Running Shoes,Sports,1824.96,3,2024-09-02,John Holland,amber48@rogers-porter.biz
221,Backpack,Stationery,234.35,5,2024-12-09,Sean Henderson,michael81@hotmail.com
222,Tablet,Furniture,900.55,1,2024-10-27,Dr. Jennifer Peterson,george31@hotmail.com
223,Running Shoes,Stationery,1769.99,9,2024-01-16,,heather66@gmail.com
224,Wireless Mouse,Electronics,1924.98,6,2024-04-11,Paul Leblanc,williamwilliams@hotmail.com
225,Tablet,Stationery,1290.22,7,2024-10-06,Blake Chang,dsilva@moore-jones.com
226,Gaming Laptop,Accessories,50.89,5,2024-04-29,Rebecca Olson,scott50@sandoval.com
227,Gaming Laptop,Sports,1481.39,6,2024-07-09,Matthew Cochran,dwallace@guzman-bates.com
228,Wireless Mouse,Stationery,506.76,7,2024-09-14,Kristin Schultz,williamsemily@yahoo.com
229,Tablet,Accessories,196.53,6,2024-06-21,Patrick Waters,stephaniefrederick@gmail.com
230,Running Shoes,Appliances,413.4,9,2024-12-20,Carla Garza,acevedoheidi@yahoo.com
231,Coffee Mug,Stationery,387.88,6,2024-03-16,Travis Burke,sherrymiller@yahoo.com
232,Coffee Mug,Furniture,31.35,9,2024-08-20,,limelissa@johnson-jenkins.com
233,Smartphone,Stationery,1202.97,10,2024-03-23,Steven Gomez,rodney52@gmail.com
234,Coffee Mug,Stationery,1931.28,10,2024-03-28,,stevencastillo@hotmail.com
235,Tablet,Appliances,528.56,5,2024-08-21,Peter Scott,martinezmichael@hotmail.com
236,Running Shoes,Furniture,1411.38,7,2024-08-06,,joshuawallace@scott-matthews.net
237,Smartphone,Stationery,691.18,6,2024-12-12,Ray Cooke,jose58@yahoo.com
238,Headphones,Accessories,1906.41,1,2024-12-29,Isaac Reyes,crodriguez@lang.org
239,Coffee Mug,Appliances,541.71,9,2024-08-25,Andrea Garcia,dixonjo@williams.com
240,Backpack,Appliances,1562.42,4,2024-03-11,Javier Booth,sheri35@yahoo.com
241,Smartphone,Electronics,252.14,5,2024-01-28,Theresa Torres,mooremelissa@gmail.com
242,Tablet,Accessories,427.38,10,2024-12-16,Rachel Smith,bjones@yahoo.com
243,Smartphone,Sports,1560.75,4,2024-12-22,Kevin Chavez,
244,Backpack,Appliances,1905.07,4,2024-07-16,Jimmy Williams,ballison@cowan-baker.com
245,Coffee Mug,Sports,1345.85,5,2024-01-20,Samantha Torres,patricksara@gmail.com
246,Tablet,Stationery,134.04,2,2024-05-25,Jasmine Martin,andradetony@fisher.net
247,Notebook,Accessories,794.9,4,2024-05-15,Elizabeth Fisher,lopezamy@yahoo.com
248,Wireless Mouse,Electronics,1632.16,2,2024-04-04,Sean Gonzales,austinyang@lawson.org
249,Headphones,Sports,1875.56,10,2024-07-02,Michael Mclaughlin,jennifergarcia@yahoo.com
250,Notebook,Electronics,261.12,10,2024-04-26,Dr. Alexa Avila,sanchezjoanna@moore.info
251,Tablet,Appliances,1608.59,9,2024-05-14,Jose Gates,joanwright@ayala.com
252,Headphones,Electronics,743.34,7,2024-11-20,Stacey Schaefer,haydenchristina@yahoo.com
253,Tablet,Accessories,188.59,6,2024-05-23,Frank Flores,sampsonmargaret@bolton.net
254,Headphones,Electronics,1962.44,6,2024-02-29,David Hodges,diana17@yahoo.com
255,Headphones,Electronics,407.24,10,2024-07-27,Dustin Johnson,fsmith@hotmail.com
256,Running Shoes,Sports,1525.65,4,2024-07-30,Christine Garcia,justin36@yahoo.com
257,Smartphone,Sports,682.52,1,2024-04-12,,alvarezbarbara@lopez.info
258,Running Shoes,Stationery,1599.0,4,2024-04-16,Bonnie Brown,luisrobbins@yahoo.com
259,Wireless Mouse,Appliances,1144.81,9,2024-09-09,Melissa Dawson,hutchinsonmatthew@yahoo.com
260,Backpack,Sports,1705.02,2,2024-07-02,Corey Fisher,sarah30@brown.info
261,Gaming Laptop,Appliances,1619.44,8,2024-10-03,Tricia Gray,brownderrick@torres-craig.com
262,Office Chair,Sports,534.66,6,2024-09-23,Molly Lopez,burtondawn@moore.com
263,Running Shoes,Furniture,262.53,5,2024-12-20,,hturner@hotmail.com
264,Notebook,Accessories,754.52,2,2025-01-03,Kevin Price,garciajames@dyer.org
265,Smartphone,Accessories,1130.82,4,2024-12-08,Taylor Wagner,zwilkins@gmail.com
266,Office Chair,Electronics,784.79,8,2024-09-05,Richard Arnold,dduffy@hotmail.com
267,Gaming Laptop,Furniture,925.29,6,2024-09-17,Robert Gonzalez DDS,alejandro92@costa.org
268,Wireless Mouse,Electronics,1943.82,6,2024-11-25,Dana Morgan,tstevens@holt.com
269,Notebook,Electronics,154.87,9,2024-05-20,Melanie Gonzalez,jerrytaylor@taylor.com
270,Tablet,Furniture,1279.02,2,2024-01-08,Joseph Waters,
271,Running Shoes,Stationery,1021.49,7,2024-10-18,Crystal Coleman,tarajones@gmail.com
272,Backpack,Accessories,782.42,9,2024-07-27,,taylor51@hotmail.com
273,Notebook,Sports,340.89,6,2024-12-30,,ana86@vance.com
274,Gaming Laptop,Electronics,981.42,6,2024-04-16,Crystal Ross,jillcross@adams.info
275,Office Chair,Electronics,934.55,10,2024-06-12,Vincent Dawson,kmiller@anderson.biz
276,Coffee Mug,Electronics,1680.43,10,2024-03-15,,flowersdonna@hanson.info
277,Running Shoes,Electronics,1293.5,2,2024-05-25,Joshua Kent,andrewssarah@hotmail.com
278,Wireless Mouse,Sports,984.41,2,2024-11-18,Stacey Lewis,blackburnphilip@michael.com
279,Running Shoes,Sports,1261.22,8,2024-05-12,Mrs. Jennifer Meadows,gturner@yahoo.com
280,Headphones,Furniture,1645.77,3,2024-08-30,Henry Anderson,valerie49@smith.com
281,Headphones,Electronics,1853.86,1,2025-01-03,Austin Rhodes,brownkelsey@yahoo.com
282,Smartphone,Stationery,1624.01,8,2024-12-18,Wendy Crosby,ivance@hotmail.com
283,Headphones,Electronics,1655.06,3,2024-07-17,Brandon Hamilton,ccolon@wong-campbell.biz
284,Running Shoes,Electronics,811.91,3,2024-07-02,Brandy Johnson,kcortez@gmail.com
285,Tablet,Accessories,1946.53,10,2024-02-17,Aaron Hart,bradbenitez@hotmail.com
286,Gaming Laptop,Accessories,344.6,3,2024-03-04,Tina Rodriguez,manuel43@gmail.com
287,Notebook,Accessories,424.56,7,2024-09-25,Shannon Jones,robertsvanessa@gmail.com
288,Headphones,Accessories,1757.74,1,2024-10-05,Marcus Anderson,johnstonallen@yahoo.com
289,Smartphone,Appliances,1135.36,9,2024-12-12,,michael26@yahoo.com
290,Smartphone,Appliances,1325.77,10,2024-09-07,Dana Gonzalez,angelicapeterson@gmail.com
291,Running Shoes,Furniture,1483.82,1,2024-05-28,Susan Jensen,
292,Running Shoes,Furniture,961.72,9,2024-02-11,Lauren Johnson,kkelly@perez.com
293,Wireless Mouse,Electronics,1455.01,2,2024-01-30,Robin Clark,shelby85@hotmail.com
294,Gaming Laptop,Electronics,1563.53,8,2024-06-19,Maria Rosales,wthompson@dixon-hernandez.com
295,Wireless Mouse,Appliances,993.95,7,2024-06-04,,bcoleman@hotmail.com
296,Notebook,Furniture,1312.02,10,2024-03-27,Jasmin Flores,ksanchez@yahoo.com
297,Running Shoes,Accessories,1804.17,1,2024-02-22,Sarah Barnes,debraray@michael-stark.com
298,Tablet,Appliances,1715.35,10,2024-07-08,Jordan Terry,wesley34@gmail.com
299,Headphones,Stationery,497.28,3,2024-08-09,Taylor Wise,kbrown@williams.com
300,Running Shoes,Stationery,1053.62,7,2024-10-11,Justin Young,daniel16@james.com
301,Coffee Mug,Stationery,1142.12,9,2024-01-14,Richard Wood,
