transaction_id,product_name,category,price,quantity,date,customer_name,customer_email
3510,Smartphone,Electronics,152.3,7,2003-04-27,Customer 69,customer317@example.com
4508,Headphones,Electronics,897.91,5,2003-04-27,Customer 429,customer474@example.com
1954,Tablet,Electronics,1105.73,4,2003-04-27,Customer 57,customer463@example.com
2591,Tablet,Electronics,967.14,5,2003-04-27,Customer 24,customer101@example.com
8568,Gaming Laptop,Accessories,902.33,6,2003-04-27,Customer 283,customer198@example.com
7624,Smartphone,Electronics,1299.01,3,2003-04-27,Customer 383,customer49@example.com
2171,Office Chair,Furniture,306.72,1,2003-04-27,Customer 224,customer77@example.com
8972,Gaming Laptop,Accessories,706.94,5,2003-04-27,Customer 165,customer126@example.com
2870,Smartphone,Electronics,345.67,8,2003-05-04,Customer 44,customer71@example.com
8339,Tablet,Electronics,1781.77,8,2003-05-04,Customer 484,customer337@example.com
3447,Tablet,Electronics,1272.63,8,2003-05-04,Customer 145,customer18@example.com
8977,Office Chair,Furniture,1423.06,3,2003-05-04,Customer 69,customer91@example.com
2689,Tablet,Electronics,888.53,10,2003-05-04,Customer 471,customer58@example.com
4761,Watch,Accessories,615.85,2,2003-05-04,Customer 263,customer315@example.com
9685,Office Chair,Furniture,1625.45,9,2003-05-04,Customer 276,customer271@example.com
8517,Headphones,Electronics,560.88,5,2003-05-04,Customer 490,customer64@example.com
6510,Tablet,Electronics,1837.3,3,2003-05-04,Customer 327,customer193@example.com
3492,Running Shoes,Sports,1842.45,3,2003-05-04,Customer 325,customer36@example.com
8208,Backpack,Fashion,260.99,3,2003-05-11,Customer 2,customer415@example.com
3745,Tablet,Electronics,491.76,3,2003-05-11,Customer 246,customer214@example.com
9248,Office Chair,Furniture,60.5,4,2003-05-11,Customer 222,customer218@example.com
4497,Office Chair,Furniture,1431.8,7,2003-05-11,Customer 20,customer274@example.com
9959,Tablet,Electronics,1763.14,1,2003-05-11,Customer 308,customer330@example.com
2131,Running Shoes,Sports,807.66,8,2003-05-11,Customer 346,customer482@example.com
8571,Gaming Laptop,Accessories,1893.92,4,2003-05-18,Customer 411,customer138@example.com
4383,Smartphone,Electronics,511.18,7,2003-05-18,Customer 424,customer170@example.com
1616,Watch,Accessories,1981.82,5,2003-05-18,Customer 496,customer14@example.com
5877,Tablet,Electronics,189.36,1,2003-05-18,Customer 423,customer111@example.com
7808,Smartphone,Electronics,524.06,6,2003-05-18,Customer 96,customer471@example.com
6211,Gaming Laptop,Accessories,342.03,9,2003-05-18,Customer 235,customer177@example.com
1236,Headphones,Electronics,1627.79,8,2003-05-18,Customer 266,customer362@example.com
5227,Office Chair,Furniture,1302.07,2,2003-05-25,Customer 214,customer292@example.com
1278,Backpack,Fashion,1986.76,5,2003-05-25,Customer 372,customer130@example.com
4284,Smartphone,Electronics,544.9,1,2003-05-25,Customer 79,customer365@example.com
2643,Running Shoes,Sports,817.1,8,2003-05-25,Customer 317,customer186@example.com
3082,Gaming Laptop,Accessories,1654.75,8,2003-06-01,Customer 467,customer388@example.com
3197,Smartphone,Electronics,882.74,10,2003-06-01,Customer 31,customer142@example.com
2529,Tablet,Electronics,925.03,4,2003-06-01,Customer 255,customer361@example.com
5609,Watch,Accessories,1334.88,6,2003-06-01,Customer 456,customer497@example.com
6381,Headphones,Electronics,803.34,6,2003-06-01,Customer 100,customer499@example.com
8870,Headphones,Electronics,1040.93,1,2003-06-01,Customer 476,customer261@example.com
1589,Smartphone,Electronics,1664.13,3,2003-06-01,Customer 362,customer118@example.com
7491,Office Chair,Furniture,1370.05,5,2003-06-01,Customer 486,customer42@example.com
5531,Smartphone,Electronics,344.84,2,2003-06-08,Customer 135,customer212@example.com
4980,Headphones,Electronics,795.1,3,2003-06-08,Customer 441,customer166@example.com
8126,Office Chair,Furniture,322.65,1,2003-06-08,Customer 453,customer91@example.com
4384,Headphones,Electronics,1570.87,5,2003-06-08,Customer 111,customer98@example.com
6766,Headphones,Electronics,1940.41,6,2003-06-08,Customer 475,customer394@example.com
4178,Tablet,Electronics,1063.43,1,2003-06-08,Customer 476,customer384@example.com
4000,Office Chair,Furniture,942.45,3,2003-06-08,Customer 315,customer287@example.com
2305,Tablet,Electronics,1363.56,6,2003-06-08,Customer 298,customer257@example.com
5113,Office Chair,Furniture,1364.54,5,2003-06-15,Customer 77,customer345@example.com
8636,Gaming Laptop,Accessories,456.59,3,2003-06-15,Customer 102,customer141@example.com
4103,Watch,Accessories,1245.36,3,2003-06-15,Customer 30,customer262@example.com
6619,Backpack,Fashion,883.58,5,2003-06-15,Customer 19,customer302@example.com
6910,Tablet,Electronics,1397.13,10,2003-06-15,Customer 2,customer287@example.com
6705,Headphones,Electronics,1630.42,9,2003-06-15,Customer 171,customer138@example.com
1787,Tablet,Electronics,100.85,8,2003-06-15,Customer 395,customer253@example.com
6938,Backpack,Fashion,1255.18,7,2003-06-15,Customer 8,customer53@example.com
6723,Watch,Accessories,1882.69,4,2003-06-15,Customer 500,customer203@example.com
8252,Headphones,Electronics,1189.68,6,2003-06-15,Customer 268,customer30@example.com
9169,Backpack,Fashion,1001.41,5,2003-06-22,Customer 72,customer202@example.com
7937,Tablet,Electronics,1651.19,6,2003-06-22,Customer 388,customer15@example.com
7652,Office Chair,Furniture,806.55,4,2003-06-22,Customer 114,customer95@example.com
4316,Backpack,Fashion,467.61,8,2003-06-22,Customer 417,customer99@example.com
2585,Office Chair,Furniture,1283.95,1,2003-06-22,Customer 98,customer144@example.com
4566,Office Chair,Furniture,779.75,8,2003-06-22,Customer 472,customer40@example.com
2319,Running Shoes,Sports,566.5,7,2003-06-22,Customer 413,customer182@example.com
7136,Headphones,Electronics,191.45,9,2003-06-22,Customer 138,customer194@example.com
8296,Tablet,Electronics,416.46,1,2003-06-29,Customer 347,customer133@example.com
5790,Backpack,Fashion,1917.04,4,2003-06-29,Customer 489,customer14@example.com
7800,Office Chair,Furniture,1569.81,7,2003-06-29,Customer 275,customer157@example.com
4236,Headphones,Electronics,1422.25,10,2003-06-29,Customer 149,customer288@example.com
5613,Headphones,Electronics,368.16,3,2003-06-29,Customer 485,customer166@example.com
2400,Gaming Laptop,Accessories,1170.9,9,2003-06-29,Customer 344,customer496@example.com
9720,Running Shoes,Sports,1642.28,7,2003-07-06,Customer 281,customer96@example.com
3340,Headphones,Electronics,635.12,10,2003-07-06,Customer 462,customer68@example.com
7909,Smartphone,Electronics,660.86,5,2003-07-06,Customer 292,customer311@example.com
4397,Gaming Laptop,Accessories,381.8,3,2003-07-06,Customer 120,customer448@example.com
8831,Watch,Accessories,928.32,3,2003-07-06,Customer 305,customer354@example.com
9563,Headphones,Electronics,429.94,10,2003-07-06,Customer 489,customer432@example.com
7303,Running Shoes,Sports,1272.39,1,2003-07-06,Customer 301,customer147@example.com
1225,Backpack,Fashion,1660.73,6,2003-07-13,Customer 267,customer12@example.com
8152,Watch,Accessories,1051.83,4,2003-07-13,Customer 148,customer58@example.com
1331,Backpack,Fashion,1638.04,3,2003-07-13,Customer 325,customer43@example.com
2081,Watch,Accessories,795.08,4,2003-07-13,Customer 115,customer204@example.com
1101,Gaming Laptop,Accessories,1983.79,10,2003-07-13,Customer 93,customer193@example.com
8598,Smartphone,Electronics,1736.05,9,2003-07-13,Customer 455,customer274@example.com
8783,Running Shoes,Sports,66.23,6,2003-07-13,Customer 447,customer189@example.com
9553,Gaming Laptop,Accessories,643.66,8,2003-07-13,Customer 29,customer197@example.com
7003,Running Shoes,Sports,1993.28,8,2003-07-13,Customer 199,customer284@example.com
9599,Headphones,Electronics,1261.85,6,2003-07-20,Customer 223,customer440@example.com
2792,Smartphone,Electronics,1211.97,8,2003-07-20,Customer 282,customer412@example.com
3536,Headphones,Electronics,1377.98,7,2003-07-20,Customer 153,customer107@example.com
1206,Tablet,Electronics,785.11,1,2003-07-20,Customer 302,customer280@example.com
1722,Office Chair,Furniture,78.67,9,2003-07-20,Customer 438,customer29@example.com
4693,Headphones,Electronics,203.16,7,2003-07-20,Customer 174,customer264@example.com
2375,Headphones,Electronics,1028.16,7,2003-07-27,Customer 187,customer336@example.com
8292,Smartphone,Electronics,1836.95,10,2003-07-27,Customer 20,customer23@example.com
4753,Watch,Accessories,1543.31,8,2003-07-27,Customer 11,customer420@example.com
4069,Office Chair,Furniture,1179.76,2,2003-07-27,Customer 303,customer413@example.com
3253,Backpack,Fashion,171.9,4,2003-07-27,Customer 379,customer367@example.com
3275,Office Chair,Furniture,378.58,8,2003-07-27,Customer 405,customer175@example.com
8087,Smartphone,Electronics,1182.9,6,2003-07-27,Customer 219,customer81@example.com
9555,Smartphone,Electronics,858.97,7,2003-07-27,Customer 260,customer453@example.com
6687,Watch,Accessories,382.43,6,2003-08-03,Customer 103,customer126@example.com
1733,Running Shoes,Sports,1144.62,6,2003-08-03,Customer 321,customer352@example.com
6110,Gaming Laptop,Accessories,1069.23,9,2003-08-03,Customer 376,customer110@example.com
1293,Watch,Accessories,1726.78,7,2003-08-03,Customer 6,customer65@example.com
1925,Running Shoes,Sports,555.47,2,2003-08-03,Customer 310,customer239@example.com
3345,Watch,Accessories,1101.33,3,2003-08-10,Customer 211,customer96@example.com
2055,Smartphone,Electronics,1496.27,8,2003-08-10,Customer 324,customer17@example.com
3924,Backpack,Fashion,476.55,10,2003-08-10,Customer 396,customer61@example.com
9545,Smartphone,Electronics,1614.46,6,2003-08-10,Customer 320,customer283@example.com
4901,Headphones,Electronics,732.62,6,2003-08-10,Customer 457,customer212@example.com
7091,Running Shoes,Sports,360.29,1,2003-08-17,Customer 297,customer155@example.com
3709,Watch,Accessories,232.96,8,2003-08-17,Customer 96,customer400@example.com
4834,Watch,Accessories,1721.72,7,2003-08-17,Customer 321,customer224@example.com
4881,Running Shoes,Sports,1256.53,4,2003-08-17,Customer 280,customer477@example.com
5830,Headphones,Electronics,741.18,9,2003-08-17,Customer 369,customer427@example.com
3947,Watch,Accessories,888.95,5,2003-08-24,Customer 149,customer196@example.com
6318,Tablet,Electronics,1165.0,10,2003-08-24,Customer 283,customer18@example.com
7807,Backpack,Fashion,307.71,7,2003-08-24,Customer 3,customer239@example.com
7597,Gaming Laptop,Accessories,146.3,3,2003-08-24,Customer 424,customer490@example.com
1420,Headphones,Electronics,1011.36,5,2003-08-31,Customer 146,customer250@example.com
9506,Office Chair,Furniture,1241.14,6,2003-08-31,Customer 415,customer45@example.com
1911,Tablet,Electronics,985.72,1,2003-08-31,Customer 301,customer17@example.com
3603,Headphones,Electronics,689.67,10,2003-08-31,Customer 171,customer351@example.com
1468,Headphones,Electronics,1003.69,2,2003-08-31,Customer 130,customer64@example.com
9524,Smartphone,Electronics,1494.08,5,2003-08-31,Customer 236,customer72@example.com
9467,Watch,Accessories,355.94,8,2003-08-31,Customer 28,customer96@example.com
6305,Running Shoes,Sports,1301.54,1,2003-08-31,Customer 404,customer364@example.com
4128,Watch,Accessories,1741.6,1,2003-09-07,Customer 271,customer288@example.com
7583,Running Shoes,Sports,1093.88,2,2003-09-07,Customer 258,customer416@example.com
3709,Gaming Laptop,Accessories,1294.52,1,2003-09-07,Customer 426,customer240@example.com
6390,Tablet,Electronics,1044.49,10,2003-09-07,Customer 4,customer317@example.com
8414,Tablet,Electronics,788.32,5,2003-09-07,Customer 425,customer58@example.com
8126,Smartphone,Electronics,852.5,2,2003-09-07,Customer 252,customer235@example.com
4029,Smartphone,Electronics,1562.2,1,2003-09-07,Customer 160,customer376@example.com
3329,Watch,Accessories,418.92,3,2003-09-07,Customer 134,customer442@example.com
8567,Headphones,Electronics,738.7,1,2003-09-07,Customer 261,customer389@example.com
3990,Backpack,Fashion,561.05,9,2003-09-14,Customer 27,customer360@example.com
4086,Tablet,Electronics,522.04,2,2003-09-14,Customer 165,customer210@example.com
8749,Gaming Laptop,Accessories,1123.1,4,2003-09-14,Customer 184,customer396@example.com
9340,Watch,Accessories,455.3,6,2003-09-14,Customer 485,customer268@example.com
5019,Smartphone,Electronics,1780.74,3,2003-09-21,Customer 472,customer370@example.com
6639,Office Chair,Furniture,1639.32,1,2003-09-21,Customer 3,customer96@example.com
7581,Headphones,Electronics,1396.48,3,2003-09-21,Customer 435,customer498@example.com
4478,Gaming Laptop,Accessories,1944.89,1,2003-09-21,Customer 338,customer322@example.com
6343,Smartphone,Electronics,1830.74,1,2003-09-28,Customer 281,customer205@example.com
9395,Smartphone,Electronics,1759.6,5,2003-09-28,Customer 261,customer414@example.com
6171,Headphones,Electronics,135.77,8,2003-09-28,Customer 263,customer428@example.com
5145,Backpack,Fashion,1987.26,10,2003-09-28,Customer 186,customer145@example.com
6687,Gaming Laptop,Accessories,1422.03,3,2003-09-28,Customer 234,customer391@example.com
3864,Office Chair,Furniture,1733.03,6,2003-09-28,Customer 234,customer243@example.com
9959,Watch,Accessories,1548.18,10,2003-10-05,Customer 72,customer264@example.com
6631,Running Shoes,Sports,1352.67,5,2003-10-05,Customer 302,customer107@example.com
8998,Smartphone,Electronics,263.14,5,2003-10-05,Customer 75,customer237@example.com
8064,Gaming Laptop,Accessories,1756.49,8,2003-10-05,Customer 28,customer183@example.com
6804,Office Chair,Furniture,409.27,2,2003-10-05,Customer 249,customer263@example.com
5363,Running Shoes,Sports,162.74,1,2003-10-12,Customer 426,customer366@example.com
7855,Gaming Laptop,Accessories,1133.44,3,2003-10-12,Customer 302,customer50@example.com
7834,Running Shoes,Sports,1902.59,10,2003-10-12,Customer 202,customer128@example.com
7939,Running Shoes,Sports,427.22,9,2003-10-12,Customer 220,customer366@example.com
7311,Headphones,Electronics,392.06,1,2003-10-12,Customer 415,customer169@example.com
8512,Smartphone,Electronics,1245.39,8,2003-10-12,Customer 171,customer351@example.com
2421,Office Chair,Furniture,480.74,3,2003-10-12,Customer 185,customer125@example.com
7163,Gaming Laptop,Accessories,194.34,2,2003-10-12,Customer 371,customer39@example.com
6118,Watch,Accessories,848.96,8,2003-10-19,Customer 493,customer48@example.com
1467,Watch,Accessories,1329.14,2,2003-10-19,Customer 356,customer179@example.com
6053,Gaming Laptop,Accessories,1202.31,5,2003-10-19,Customer 416,customer292@example.com
9163,Backpack,Fashion,1379.94,2,2003-10-19,Customer 264,customer312@example.com
5324,Backpack,Fashion,1129.22,8,2003-10-19,Customer 369,customer74@example.com
7648,Smartphone,Electronics,790.04,8,2003-10-19,Customer 268,customer103@example.com
6686,Watch,Accessories,1558.75,9,2003-10-19,Customer 372,customer490@example.com
2310,Tablet,Electronics,1541.64,10,2003-10-26,Customer 182,customer429@example.com
2343,Smartphone,Electronics,69.64,5,2003-10-26,Customer 154,customer325@example.com
8107,Watch,Accessories,694.95,9,2003-10-26,Customer 354,customer492@example.com
4750,Running Shoes,Sports,641.26,9,2003-10-26,Customer 93,customer420@example.com
7031,Running Shoes,Sports,212.16,2,2003-10-26,Customer 217,customer273@example.com
4086,Smartphone,Electronics,102.7,10,2003-11-02,Customer 232,customer479@example.com
9714,Smartphone,Electronics,1701.28,4,2003-11-02,Customer 71,customer480@example.com
9385,Backpack,Fashion,764.0,2,2003-11-02,Customer 437,customer224@example.com
6714,Tablet,Electronics,960.24,3,2003-11-09,Customer 454,customer407@example.com
4038,Gaming Laptop,Accessories,1915.37,5,2003-11-09,Customer 368,customer457@example.com
4182,Headphones,Electronics,1747.11,4,2003-11-09,Customer 478,customer361@example.com
5303,Backpack,Fashion,1462.18,8,2003-11-09,Customer 137,customer372@example.com
9649,Running Shoes,Sports,1802.02,2,2003-11-16,Customer 108,customer387@example.com
6414,Running Shoes,Sports,836.92,4,2003-11-16,Customer 27,customer260@example.com
6742,Backpack,Fashion,512.58,5,2003-11-16,Customer 445,customer256@example.com
9500,Running Shoes,Sports,660.14,1,2003-11-16,Customer 185,customer176@example.com
4688,Smartphone,Electronics,1359.78,4,2003-11-23,Customer 287,customer259@example.com
6701,Backpack,Fashion,1912.01,6,2003-11-23,Customer 110,customer493@example.com
4524,Running Shoes,Sports,1795.73,7,2003-11-23,Customer 18,customer244@example.com
1897,Tablet,Electronics,577.28,3,2003-11-23,Customer 401,customer448@example.com
9612,Gaming Laptop,Accessories,872.2,7,2003-11-23,Customer 414,customer471@example.com
3290,Smartphone,Electronics,1428.54,1,2003-11-23,Customer 415,customer173@example.com
9831,Headphones,Electronics,904.42,10,2003-11-23,Customer 335,customer325@example.com
7744,Gaming Laptop,Accessories,857.67,10,2003-11-23,Customer 425,customer332@example.com
7321,Smartphone,Electronics,102.21,4,2003-11-30,Customer 333,customer56@example.com
3418,Headphones,Electronics,1727.79,10,2003-11-30,Customer 430,customer62@example.com
5215,Gaming Laptop,Accessories,475.44,2,2003-11-30,Customer 103,customer404@example.com
9592,Headphones,Electronics,1317.5,5,2003-11-30,Customer 148,customer437@example.com
8380,Watch,Accessories,400.95,9,2003-11-30,Customer 407,customer330@example.com
6747,Tablet,Electronics,485.36,5,2003-11-30,Customer 36,customer101@example.com
8466,Smartphone,Electronics,1049.72,4,2003-11-30,Customer 435,customer446@example.com
2881,Smartphone,Electronics,631.04,6,2003-11-30,Customer 274,customer163@example.com
3642,Gaming Laptop,Accessories,874.58,7,2003-12-07,Customer 342,customer438@example.com
1183,Tablet,Electronics,122.95,10,2003-12-07,Customer 253,customer121@example.com
2535,Smartphone,Electronics,1350.13,3,2003-12-07,Customer 40,customer212@example.com
7487,Gaming Laptop,Accessories,1947.34,4,2003-12-07,Customer 31,customer376@example.com
3188,Watch,Accessories,1573.4,9,2003-12-07,Customer 66,customer333@example.com
5954,Running Shoes,Sports,1344.37,6,2003-12-07,Customer 108,customer140@example.com
6513,Smartphone,Electronics,1698.94,10,2003-12-07,Customer 199,customer152@example.com
6385,Tablet,Electronics,1179.47,9,2003-12-07,Customer 365,customer68@example.com
8938,Office Chair,Furniture,1771.73,4,2003-12-07,Customer 313,customer404@example.com
2018,Watch,Accessories,446.98,1,2003-12-07,Customer 336,customer62@example.com
2718,Headphones,Electronics,1746.14,6,2003-12-14,Customer 149,customer345@example.com
8667,Smartphone,Electronics,1090.51,8,2003-12-14,Customer 91,customer23@example.com
7579,Smartphone,Electronics,1958.68,3,2003-12-14,Customer 480,customer489@example.com
6058,Gaming Laptop,Accessories,1164.66,6,2003-12-14,Customer 61,customer82@example.com
2099,Running Shoes,Sports,372.02,3,2003-12-14,Customer 60,customer271@example.com
5278,Gaming Laptop,Accessories,252.76,7,2003-12-14,Customer 17,customer470@example.com
4730,Headphones,Electronics,1914.19,6,2003-12-21,Customer 165,customer20@example.com
1361,Running Shoes,Sports,589.34,5,2003-12-21,Customer 253,customer437@example.com
5253,Headphones,Electronics,1495.34,2,2003-12-21,Customer 142,customer135@example.com
9554,Watch,Accessories,1425.51,5,2003-12-28,Customer 451,customer25@example.com
1094,Backpack,Fashion,773.48,1,2003-12-28,Customer 89,customer357@example.com
7689,Tablet,Electronics,1455.03,9,2003-12-28,Customer 382,customer468@example.com
4075,Tablet,Electronics,1234.57,10,2003-12-28,Customer 151,customer376@example.com
5328,Watch,Accessories,80.74,5,2003-12-28,Customer 229,customer259@example.com
3626,Gaming Laptop,Accessories,1221.23,3,2003-12-28,Customer 86,customer330@example.com
2158,Headphones,Electronics,1423.76,7,2003-12-28,Customer 233,customer40@example.com
3841,Backpack,Fashion,1856.18,9,2003-12-28,Customer 311,customer396@example.com
8808,Running Shoes,Sports,451.19,4,2005-01-02,Customer 74,customer200@example.com
9067,Office Chair,Furniture,550.21,3,2005-01-02,Customer 71,customer497@example.com
2149,Backpack,Fashion,1302.68,7,2005-01-02,Customer 276,customer367@example.com
7280,Smartphone,Electronics,1968.08,9,2005-01-02,Customer 118,customer130@example.com
3593,Backpack,Fashion,111.95,9,2005-01-02,Customer 401,customer335@example.com
6503,Gaming Laptop,Accessories,1933.58,1,2005-01-02,Customer 217,customer305@example.com
2086,Office Chair,Furniture,1530.45,1,2005-01-02,Customer 495,customer454@example.com
8781,Backpack,Fashion,1758.41,8,2005-01-02,Customer 28,customer346@example.com
